Unnamed: 0,city,keyword,urls
308,Ulaanbaatar,sightseeing,https://media.tacdn.com/media/attractions-splice-spp-674x446/07/35/95/0b.jpg https://media-cdn.tripadvisor.com/media/photo-s/16/e8/e8/a8/full-day-ulaanbaatar.jpg https://www.mongoliatrekking.com/uploads/pictures/6e607a7ac2d196b21a2aa523fc9fdd38.jpg https://media-cdn.tripadvisor.com/media/photo-s/15/89/03/8e/genghis-khan-day-tour.jpg
309,Lodz,sightseeing,https://previews.123rf.com/images/kapa196628/kapa1966281605/kapa196628160500008/62475041-sightseeing-lodz-view-on-the-piotrkowska-street-lodz-poland-.jpg https://www.poland.travel/images/en-EN/cities/%C5%81%C3%B3d%C5%BA/lodzpelen.jpg https://previews.123rf.com/images/kapa196628/kapa1966281605/kapa196628160500021/62478344-sightseeing-lodz-view-on-the-piotrkowska-street-lodz-poland-.jpg
310,Santiago,sightseeing,https://media.tacdn.com/media/attractions-splice-spp-674x446/06/72/f9/24.jpg https://media-cdn.tripadvisor.com/media/photo-s/15/d6/1c/3d/private-tour-santiago.jpg https://www.planetware.com/photos-large/E/spain-santiago-de-compostela-cathedral.jpg
311,San Juan,sightseeing,https://www.planetware.com/photos-large/PR/puerto-rico-san-juan-fuerte-san-felipe-del-morro.jpg https://cdn.getyourguide.com/img/location_img-355-3898587034-148.jpg https://www.planetware.com/photos-large/PR/puerto-rico-san-juan-cemetery.jpg https://islandsofpuertorico.com/images/san-juan-puerto-rico-attractions-places-visit.jpg
312,Punta Del Este,sightseeing,http://media.royalcaribbean.com/media/royal/shared_assets/images/shore-excursions/punta-del-este/punta-del-este-sightseeing-with-free-time-PE45-mosaic.jpg https://cdn.bestday.net/_lib/images/bestday/punta-del-este-uruguay/Main_punta-del-este-uruguay.jpg https://media.tacdn.com/media/attractions-splice-spp-674x446/06/6f/1e/90.jpg https://www.antilogvacations.com/Images//ActivityDetail//Basic//International//Uruguay//PuntadelEste//Standard-Activities//Jos%C3%A9-Ignacio-Sightseeing-Tour-from-Punta//Gallary//Jos%C3%A9-Ignacio-Sightseeing-Tour-from-Punta-del-Este_0.jpg
313,Groningen,sightseeing,https://www.planetware.com/photos-tiles/netherlands-groningen-colorful-buildings-on-waterfront.jpg https://s.inyourpocket.com/gallery/136313.jpg https://www.planetware.com/photos-large/NL/netherlands-groningen-university-museum.jpg https://media-cdn.tripadvisor.com/media/photo-s/16/44/b5/01/groningen-private-guided.jpg
314,St Louis Mo,sightseeing,https://www.planetware.com/photos-large/USMO/missouri-st-louis-gateway-arch-night.jpg https://i.ytimg.com/vi/7eEQOBIJ2P0/hqdefault.jpg https://www.planetware.com/photos-large/USMO/missouri-st-louis-old-courthouse.jpg https://explorestlouis.com/wp-content/uploads/2016/01/Saint-Louis-Science-Center-Gordon-Radford-copy.jpg
315,Colombo,sightseeing,"https://images.thrillophilia.com/image/upload/s--Oj3M91vD--/c_fill,f_auto,fl_strip_profile,h_775,q_auto,w_1600/v1/images/photos/000/096/105/original/1527073150_Colombo_Image.jpg.jpg?1527073150 https://media-cdn.tripadvisor.com/media/attractions-splice-spp-540x360/06/f1/34/58.jpg https://www.gpsmycity.com/img/gd/5115.jpg https://media-cdn.tripadvisor.com/media/photo-s/0d/86/c8/c1/travelinlanka-colombo.jpg"
316,Cairns,sightseeing,https://www.planetware.com/photos-large/AUS/australia-cairns-cairns-botanic-gardens.jpg https://media-cdn.tripadvisor.com/media/photo-s/01/41/fd/a1/kuranda-cairns-sightseeing.jpg https://www.cairnsholidayspecialists.com.au/shared_resources/media/cairns-esplanade-lagoon-20697_1200x795.jpg https://media-cdn.tripadvisor.com/media/photo-s/16/44/c9/93/cairns-shore-excursion.jpg
317,Suva,sightseeing,https://cache-graphicslib.viator.com/graphicslib/thumbs674x446/2260/SITours/suva-full-day-sightseeing-tour-from-nadi-in-nadi-313157.jpg https://hotfiji.deals/wp-content/uploads/2016/05/Suva-City-Sightseeing-Tour-Private-Tour-3.jpg https://media-cdn.tripadvisor.com/media/photo-s/15/c0/22/c0/shore-excursion-suva.jpg http://www.orangesmile.com/common/img_cities_original/suva--1195133-3.jpg
318,Casablanca,sightseeing,https://www.planetware.com/photos-large/MAR/morocco-casablanca-hassan-ii-mosque-interior-detail.jpg https://cdn.getyourguide.com/img/tour_img-343073-148.jpg https://www.planetware.com/photos-large/MAR/morocco-casablanca-safi-dar-el-bahar-fortress.jpg https://media.tacdn.com/media/attractions-splice-spp-674x446/06/75/ad/5c.jpg
319,Vientiane,sightseeing,https://media-cdn.tripadvisor.com/media/photo-s/15/4d/dd/94/private-tour-vientiane.jpg https://www.golaos.tours/wp-content/uploads/2018/12/Budda-Park.jpg https://cache-graphicslib.viator.com/graphicslib/page-images/742x525/156959_Viator_Shutterstock_116993.jpg https://www.golaos.tours/wp-content/uploads/2017/06/One-trip-on-the-Vientiane-Sightseeing-Bus.jpg
320,Wuhan,sightseeing,http://www.holidaychinatour.com/pic/2014829205247123.jpg https://media-cdn.tripadvisor.com/media/photo-s/00/18/8e/78/9.jpg https://www.yangtze-river-cruises.com/assets/images/destinations/wuhan/attractions/wudang-mountain-230.jpg https://media-cdn.tripadvisor.com/media/photo-s/15/91/92/04/wuhan-half-day-tour-with.jpg
321,Dunedin,sightseeing,https://www.planetware.com/photos-large/NZ/new-zealand-dunedin-moeraki-boulders.jpg https://media-cdn.tripadvisor.com/media/photo-s/15/c0/1e/b3/dunedin-shore-excursion.jpg https://www.planetware.com/photos-large/NZ/new-zealand-dunedin-larnach-castle.jpg https://media-cdn.tripadvisor.com/media/photo-s/12/35/c8/d0/20180302-155029-largejpg.jpg
322,Daegu,sightseeing,https://theculturetrip.com/wp-content/uploads/2017/02/11322601233_c29ca54ee8_k.jpg https://image.shutterstock.com/image-photo/83-tower-landmark-daegu-city-260nw-1110150686.jpg https://media-cdn.tripadvisor.com/media/photo-s/12/66/60/62/img-20180322-115332-largejpg.jpg
323,Havana,sightseeing,https://www.planetware.com/photos-large/CUB/cuba-havana-catedral-de-san-cristobal.jpg https://www.jaital.com/images/tours/Havana-Sightseeing-Tour-by-Classic-Car_1429797279__Nsrq_6156.jpg https://www.planetware.com/photos-large/CUB/cuba-havana-gran-teatro-de-la-habana.jpg https://www.cndenglish.com/sites/default/files/2019-03/jr04s204-havana-cuba.jpg
324,Rishikesh,sightseeing,"https://img.traveltriangle.com/blog/wp-content/tr:w-700,h-400/uploads/2016/07/Laxman-Jhula.jpg https://www.haridwarrishikeshtourism.com/header/rishikesh-attractions-and-sightseeing.jpg https://images.thrillophilia.com/image/upload/s--XLHV61_n--/c_fill,f_auto,fl_strip_profile,h_600,q_auto,w_975/v1/images/photos/000/085/305/original/1513230378_rishikesh-ganga.jpg.jpg?1513230378 https://assets.traveltriangle.com/blog/wp-content/uploads/2016/07/Laxman-Jhula.jpg"
325,Addis Ababa,sightseeing,https://admin.freetour.com/images/tours/3132/sightseeing-tour-of-addis-ababa-01.jpg https://media-cdn.tripadvisor.com/media/photo-s/15/9d/d6/85/addis-ababa-city-tour.jpg https://www.ramadaaddis.com/resourcefiles/blogsmallimages/the-best-tours-in-addis-ababa.jpg http://cache-graphicslib.viator.com/graphicslib/thumbs674x446/13063/SITours/addis-ababa-city-tour-in-addis-ababa-212770.jpg
326,Nijmegen,sightseeing,https://cdn.thecrazytourist.com/wp-content/uploads/2016/12/Kronenburgerpark.jpg https://upload.wikimedia.org/wikipedia/commons/3/3b/Kronenburgertoren.JPG http://gabisworld.com/data_images/top_cityes/nijmegen/nijmegen-05.jpg https://cdn.thecrazytourist.com/wp-content/uploads/2016/12/Grote-Markt-1-1024x683.jpg
327,Kansas City Mo,sightseeing,https://www.planetware.com/photos-large/USMO/missouri-kansas-liberty-memorial.jpg https://visitkcfiles.s3-us-west-2.amazonaws.com/s3fs-public/union_station_3.jpg https://www.planetware.com/photos-large/USMO/missouri-kansas-city-nelson-atkins-museum-of-art.jpg http://www.world-guides.com/images/kansas_city/kansas_city_union_station3.jpg
328,Constanta,sightseeing,https://media-cdn.tripadvisor.com/media/photo-s/16/86/c6/60/short-private-trip-from.jpg http://www.orangesmile.com/common/img_cities_original/constanta--1156502-0.jpg https://i.pinimg.com/originals/9d/b4/a8/9db4a8093432a0c90280652ba69e4705.jpg
329,Cheltenham,sightseeing,https://media-cdn.tripadvisor.com/media/photo-s/01/6a/0d/8b/cheltenham.jpg http://www.world-guides.com/images/bath/bath_bath_abbey2.jpg https://media-cdn.tripadvisor.com/media/photo-s/02/f5/9c/e2/cheltenham-town-hall.jpg http://www.world-guides.com/images/bath/bath_pulteney_bridge2.jpg
330,Pisa,sightseeing,https://www.planetware.com/photos-large/I/leaning-tower.jpg https://s13281.pcdn.co/wp-content/uploads/2013/07/One-Day-in-Pisa-Santa-Maria-del-Spina.jpg https://www.planetware.com/photos-large/I/pisa.jpg https://media.tacdn.com/media/attractions-splice-spp-674x446/06/6f/1c/d8.jpg
331,Krakow,sightseeing,https://discovercracow.com/sites/all/pliki/styles/colorbox_obraz_powiekszony/public/obrazy_tekst/krakow-attractions-768x522.jpg?itok=jn0VMFyi https://cdn.getyourguide.com/img/tour_img-603714-146.jpg https://discovercracow.com/sites/all/pliki/styles/colorbox_obraz_powiekszony/public/obrazy_tekst/krakow-or-warsaw-4-768x498.jpg?itok=TU5ZDd-D https://www.krakowcard.com/sites/default/files/beznazwy_panorama1a.jpg
332,Des Moines Ia,sightseeing,https://www.planetware.com/photos-large/USIA/iowa-des-moines-state-capitol-building.jpg https://cdn.thecrazytourist.com/wp-content/uploads/2016/12/Pappajohn-Sculpture-Park.jpg https://www.planetware.com/photos-tiles/iowa-des-moines-state-capitol-building.jpg https://i.ytimg.com/vi/6Mthna1pdMI/hqdefault.jpg
333,Tucson Az,sightseeing,https://www.planetware.com/photos-large/USAZ/arizona-tucson-mission-san-xavier-del-bac.jpg https://www.planetware.com/photos-tiles/arizona-horseshoe-bend-overlook-page.jpg https://cdn.thecrazytourist.com/wp-content/uploads/2016/01/San-Xavier-del-Bac.jpg
335,Yangon,sightseeing,https://www.irrawaddy.com/wp-content/uploads/2018/07/1-Shwedagon-Pagoda.jpg https://cdn.tourradar.com/s3/tour/original/140884_eb981307.jpg https://d10vk5dg0puvhi.cloudfront.net/images/tours/740_390/59507b420e4c4.jpg
336,Taichung,sightseeing,"https://travel.taichung.gov.tw/content/images/content/attractions/header-banner-top10.jpg https://darrenbloggie.com/wp-content/uploads/2017/07/SAM_2799-57.jpg https://media-cdn.tripadvisor.com/media/photo-s/15/d6/5f/16/taichung-day-tour.jpg https://res.klook.com/images/fl_lossy.progressive,q_65/c_fill,w_1295,h_720,f_auto/w_80,x_15,y_15,g_south_west,l_klook_water/activities/lllp2uqeemfjr9lcuhwr/CentralTaiwanPrivateSightseeingCarCharter.jpg"
337,Kunming,sightseeing,https://www.travelchinaguide.com/images/photogallery/0010000/10009649tm.jpg http://images.china.cn/attachement/jpg/site1007/20131016/002564baec4813c8380b0b.jpg http://wondersofyunnan.com/sites/default/files/styles/adaptive/public/kunming_2.jpg http://www.visitourchina.com/FileUpload/Guide/Attraction/101203144710.jpg
338,Yangshuo,sightseeing,https://www.travelchinaguide.com/images/photogallery/0033500/10033492tm.jpg https://www.private-guides.com/guide-in-china/guilin-travel-3391/sightseeing_nature_tour_3804.jpg https://www.travelchinaguide.com/images/photogallery/2016/xianggong-hill.jpg https://www.chinadiscovery.com/assets/images/guilin/yangshuo/transportation/yangshuo-sightseeing-bus-650.jpg
339,Suzhou,sightseeing,https://media.tacdn.com/media/attractions-splice-spp-674x446/06/f2/6f/32.jpg http://www.womensportreport.com/pictures/Bridge.JPG http://www.tour-beijing.com/blog/wp-content/uploads/Lion-Grove-Garden.jpg https://www.topchinatravel.com/pic/city/suzhou/acttractions/The-Lingering-Garden-4.jpg
340,Hiroshima,sightseeing,https://www.planetware.com/photos-large/JPN/japan-hiroshima-itsukushima.jpg https://www.hiroshima-navi.or.jp/en/images/sightseeing/spot1.jpg https://www.planetware.com/photos-large/JPN/japan-hiroshima-peace-memorial-park-3.jpg https://www.hiroshima-navi.or.jp/en/images/sightseeing/spot2.jpg
341,Baku,sightseeing,https://bakusightseeing.com/media/cache/82/01/82013b697fbe00aeb28da22bd74318bd.jpg https://media-cdn.tripadvisor.com/media/photo-s/15/7c/d2/00/day-trip-baku.jpg https://www.dookinternational.com/blog/wp-content/uploads/2015/08/Baku-2.jpg https://media-cdn.tripadvisor.com/media/photo-s/16/44/cc/2d/baku-old-city-tour.jpg
342,Yerevan,sightseeing,http://eurasia.travel/files/yerevan_sightseeing_tour_1024x683_6wq.jpg https://media-cdn.tripadvisor.com/media/photo-s/16/23/36/f3/best-of-armenia-private.jpg http://eurasia.travel/files/yerevan_sightseeing_tour_1024x685_448.jpg http://travelerati.com/wp-content/uploads/2015/09/640px-Cathedral_Yerevan_Saint_Gregory.jpg
343,Riga,sightseeing,https://media-cdn.tripadvisor.com/media/photo-s/15/d6/29/51/private-riga-old-town.jpg https://media-cdn.tripadvisor.com/media/attractions-splice-spp-540x360/06/71/10/74.jpg https://adventurousmiriam.com/wp-content/uploads/2016/01/Riga-Latvia-1.jpg
344,Tallinn,sightseeing,https://static1.visitestonia.com/images/2922627/estonia-tallinn-view-of-the-viru-square-from-viru-hotel.jpg https://media.tacdn.com/media/attractions-splice-spp-674x446/07/0a/8c/ca.jpg https://media-cdn.tripadvisor.com/media/photo-s/16/64/09/24/tallinn-shore-excursion.jpg
345,Como,sightseeing,https://www.planetware.com/photos-large/I/italy-lake-como-view.jpg https://media-cdn.tripadvisor.com/media/photo-s/02/27/ea/1d/lake-como.jpg https://cdn.thecrazytourist.com/wp-content/uploads/2017/09/ccimage-shutterstock_383576263.jpg https://media-cdn.tripadvisor.com/media/photo-s/16/44/d3/be/como-and-bellagio-sightseeing.jpg
346,Interlaken,sightseeing,https://www.planetware.com/photos-large/CH/harderkulm.jpg http://www.world-guides.com/images/interlaken/interlaken_funicular.jpg https://www.planetware.com/photos-large/CH/switzerland-interlaken-schynige-platte.jpg https://cdn.thecrazytourist.com/wp-content/uploads/2017/08/Lake-Thun.jpg
347,Frankfurt,sightseeing,https://www.planetware.com/photos-large/D/germany-frankfurt-romerberg-old-town.jpg https://media-cdn.tripadvisor.com/media/photo-s/17/0d/a9/3f/frankfurt-sightseeing.jpg https://www.frankfurt-sightseeing.com/header/citysightseeing_header-startseite.jpg https://cdn.getyourguide.com/img/tour_img-1427055-146.jpg
348,Bishkek,sightseeing,https://www.gpsmycity.com/img/gd_cover/5049.jpg https://admin.freetour.com/images/tours/6700/bishkek-sightseeing-tour%3A-%D0%A1ity-center-and-osh-market-02.jpg https://www.indy-guide.com/system/images/36243/big/bishkek-kyrgyzstan-2.jpg?1519102437
349,Trento,sightseeing,https://www.planetware.com/photos-large/I/italy-trento-buonconsiglio-castle-and-gardens.jpg https://cdn.thecrazytourist.com/wp-content/uploads/2017/06/Castello-del-Buonconsiglio.jpg https://www.planetware.com/wpimages/2018/08/italy-trento-attractions-lake-garda-day-trip.jpg https://www.trentino.com/images/cms/754x435/B-6891-trento-piazza-duomo-attrazioni-trentino.jpg
350,Cologne,sightseeing,https://www.planetware.com/photos-large/D/cologne-cathedral.jpg https://media.tacdn.com/media/attractions-splice-spp-674x446/07/3b/62/50.jpg https://cache-graphicslib.viator.com/graphicslib/thumbs360x240/3320/SITours/cologne-sightseeing-cruise-in-cologne-107902.jpg
351,Belfast,sightseeing,https://media.dayoutwiththekids.co.uk/media/18248/belfast-8-19.jpg?anchor=center&mode=crop&quality=75&width=1680&height=940 https://citytoursbelfast.com/img/giants-causeway-tour-giants-causeway-tours-from-belfast-min.jpg https://s3.amazonaws.com/rezgo/14880/161487/200248.jpg https://citytoursbelfast.com/img/giants-causeway-tour-giants-causeway-tours-from-belfast.jpg
352,Galway,sightseeing,https://www.planetware.com/photos-large/IRL/ireland-galway-cathedral.jpg https://media-cdn.tripadvisor.com/media/photo-s/15/b4/f2/3e/connemara-day-trip-from.jpg https://d5qsyj6vaeh11.cloudfront.net/images/destinations/galway%20city/galway-city-top-nine-attractions/background.jpg
353,Bocas Del Toro,sightseeing,https://media-cdn.tripadvisor.com/media/photo-s/15/65/23/b6/full-day-speedboat-tour.jpg http://assets.bocasdeltoro.com/media/2016/12/Beach-shot-from-vid-X2-1440x564_c.jpg https://bocasdeltoro.travel/wp-content/uploads/2016/01/bocas-del-toro-to-build-or-not-to-build.jpg https://85435faceb5c26537272-a679540180bc7a5d6b4c1a93f921e93c.ssl.cf1.rackcdn.com/ecotourism-bocas-del-toro-snorkeling.jpg
354,Deventer,sightseeing,https://cdn.thecrazytourist.com/wp-content/uploads/2017/04/Lebuinuskerk.jpg http://gabisworld.com/data_images/top_cityes/deventer/deventer-02.jpg https://media-cdn.tripadvisor.com/media/photo-s/13/9f/6d/22/lebuinuskerk.jpg http://www.netherlands-tourism.com/wp-content/uploads/2015/04/Deventer-History-Museum-Building.jpg
355,Skopje,sightseeing,https://media-cdn.tripadvisor.com/media/photo-s/15/91/8c/15/skopje-city-tour-the.jpg https://www.likealocalguide.com/media/cache/4e/4c/4e4c148559a902a8924c35cd84e5f387.jpg https://media-cdn.tripadvisor.com/media/photo-s/16/44/b6/79/skopje-and-countryside.jpg https://visitskopje.mk/wp-content/uploads/2019/09/tumblr_mksx4mgpen1rco5wyo3_1280-81232.jpg
356,San Antonio Tx,sightseeing,https://www.planetware.com/photos-large/USTX/texas-san-antonio-river-walk-bridge-and-outdoor-patios-1.jpg https://i.ytimg.com/vi/X0PwYq6lMGo/maxresdefault.jpg https://www.planetware.com/photos-large/USTX/texas-san-antonio-mission-trail-alamo.jpg https://gocity.com/blog/wp-content/uploads/2016/05/Six-Flags-Fiesta-Texas-Batman-the-Ride.jpg
357,Siena,sightseeing,"https://www.planetware.com/photos-large/I/italy-siena-duomo-and-visitors.jpg https://www.gpsmycity.com/img/gd/3947.jpg http://cdn2.discovertuscany.com/img/siena/duomo.JPG?auto=compress,enhance,format&w= https://www.planetware.com/photos-large/italy-siena.jpg"
358,Nantes,sightseeing,https://cdn.thecrazytourist.com/wp-content/uploads/2016/10/Ch%C3%A2teau-des-Ducs-de-Bretagne.jpg https://media-cdn.tripadvisor.com/media/photo-s/02/c7/fd/2d/le-voyage-a-nantes.jpg https://cdn.thecrazytourist.com/wp-content/uploads/2016/10/Ch%C3%A2teau-des-Ducs-de-Bretagne-1024x598.jpg https://cdn.bajabikes.eu/wp-content/uploads/2017/10/25095544/image-2017-10-25-356x255.jpg
359,Leeds,sightseeing,https://www.planetware.com/photos-large/ENG/england-leeds-harewood.jpg https://media-cdn.tripadvisor.com/media/photo-s/01/cf/fa/18/leeds-city-sightseeing.jpg https://www.planetware.com/photos-large/ENG/england-leeds-headrow-and-briggate.jpg https://leeds-list.com/wp-content/uploads/2015/01/I45B0094-Edit1.jpg
360,Southampton,sightseeing,https://www.planetware.com/photos-tiles/southampton.jpg https://s24748.pcdn.co/wp-content/uploads/2017/01/Stonehenge-Photo-Heatheronhertravels.com_.jpg https://www.planetware.com/photos-large/ENG/england-southampton-tudor-house-and-garden.jpg https://s24748.pcdn.co/wp-content/uploads/2017/02/Southampton-featured.jpg
361,Caracas,sightseeing,https://media.tacdn.com/media/attractions-splice-spp-674x446/06/6b/92/66.jpg https://cache-graphicslib.viator.com/graphicslib/thumbs674x446/18605/SITours/caracas-sightseeing-tour-including-cable-car-ride-and-lunch-in-caracas-239482.jpg https://img-aws.ehowcdn.com/560x560p/photos.demandstudios.com/getty/article/171/244/92841381.jpg https://www.tourtipster.com/sites/default/files/tours360x240/caracas-sightseeing-tour-including-cable-car-ride-and-lunch-in-caracas-239482.jpg
